Index,Total_Time,Total_Cost
25159,82.6937,84527545606350.62
19901,82.69369999999999,84527551384795.47
24057,82.4389,84585777528517.08
26813,82.4388,84585778225993.4
21653,82.43879999999999,84585783771946.16
25259,82.43870000000001,84585791073629.16
22855,82.4387,84585792285748.25
27214,82.1839,84644021293863.03
26913,82.18379999999999,84644023693271.94
24307,82.1837,84644038089725.56
21853,82.18369999999999,84644039301844.66
26963,81.9289,84702267483447.16
27013,81.9288,84702269160550.47
23155,81.9287,84702291605821.95
20351,81.92869999999999,84702292817941.05
27966,81.67399999999999,84760512460912.19
27063,81.6738,84760514627829.0
23305,81.6737,84760537073100.48
27715,81.41890000000001,84818758650496.34
27113,81.4188,84818760095107.53
19900,81.41879999999999,84818777870597.06
24056,81.164,84877004014318.66
27163,81.16380000000001,84877005562386.08
22854,81.1638,84877018771549.84
27213,80.90889999999999,84935247779664.61
26561,80.90880000000001,84935255828482.47
24807,80.9088,84935257040601.58
21852,80.90879999999999,84935269037646.23
23004,80.654,84993496393486.94
27263,80.6539,84993496601149.8
25809,80.6538,84993506094578.88
21151,80.65379999999999,84993511873023.72
24957,80.399,85051741370952.0
27363,80.3989,85051742068428.33
25909,80.3988,85051751561857.4
27714,80.144,85109985136297.94
27413,80.1439,85109987535706.86
25157,80.1438,85109998577953.81
27463,79.889,85168231325882.06
27513,79.8889,85168233002985.39
21651,79.88889999999999,85168239993549.34
25257,79.8888,85168244045232.34
27212,79.634,85226477515466.2
27563,79.6339,85226478470263.9
24305,79.63380000000001,85226494311328.73
21851,79.6338,85226495523447.83
23003,79.37899999999999,85284722879288.53
27613,79.3789,85284723937542.44
22001,79.37889999999999,85284730928106.4
23153,79.37880000000001,85284744577425.12
24956,79.1241,85342967856753.58
27663,79.12389999999999,85342969404821.0
23303,79.12379999999999,85342990044703.66
27713,78.869,85401211622099.52
27111,78.8689,85401216316710.72
24054,78.61410000000001,85459460235921.84
26810,78.614,85459460933398.19
27161,78.6139,85459461783989.25
27211,78.35900000000001,85517704001267.78
27863,78.359,85517707483759.89
26559,78.3589,85517712050085.66
21850,78.35889999999999,85517722009249.4
26960,78.1041,85575950190851.94
27010,78.104,85575951867955.25
25807,78.10390000000001,85575959066182.06
22501,78.1039,85575968327119.03
27963,77.84909999999999,85634195168316.97
27060,77.849,85634197335233.78
25506,77.84899999999999,85634198547352.88
25907,77.8489,85634204533460.6
23302,77.84889999999999,85634219780505.25
27712,77.5941,85692441357901.11
27110,77.594,85692442802512.31
25155,77.5939,85692454799557.0
22751,77.59389999999999,85692456011676.1
24053,77.3391,85750686721723.44
27160,77.339,85750688269790.84
25255,77.3389,85750700266835.53
27210,77.0841,85808930487069.38
27561,77.084,85808934691867.1
24303,77.0839,85808947282931.9
23001,76.8291,85867179100891.72
27611,76.82900000000001,85867180159145.62
23101,76.829,85867187382201.7
23151,76.8289,85867200799028.31
24954,76.57419999999999,85925424078356.75
27360,76.5741,85925424775833.1
27661,76.57400000000001,85925425626424.17
24503,76.574,85925428050662.38
23301,76.5739,85925446266306.84
27711,76.3191,85983667843702.69
26307,76.31909999999999,85983669055821.8
27109,76.319,85983672538313.9
24603,76.31899999999999,85983675299250.88
27460,76.0642,86041914033286.84
27510,76.0641,86041915710390.16
27159,76.06400000000001,86041918005592.44
25605,76.064,86041919217711.56
27209,75.8091,86100160222870.97
26557,75.809,86100165021688.84
23000,75.5542,86158405586693.31
27610,75.5541,86158406644947.22
23100,75.55409999999999,86158413868003.28
25805,75.554,86158415287785.25
24953,75.2992,86216650564158.34
27660,75.29910000000001,86216652112225.77
25504,75.2991,86216654768956.06
25905,75.299,86216660755063.78
23300,75.29899999999999,86216672752108.44
27710,75.0442,86274894329504.28
26306,75.04419999999999,86274895541623.38
26757,75.0441,86274898173524.44
24602,75.04409999999999,86274905035052.47
25153,75.04400000000001,86274907771160.17
24001,75.044,86274915819978.03
24051,74.7892,86333142943326.62
26807,74.7891,86333143640802.97
25203,74.78909999999999,86333144852922.06
25253,74.789,86333153238438.7
27208,74.5342,86391386708672.56
26907,74.5341,86391389108081.5
24301,74.53399999999999,86391403504535.1
26957,74.2792,86449632898256.72
27007,74.2791,86449634575360.03
27960,74.0243,86507877875721.73
27057,74.0241,86507880042638.56
27709,73.76920000000001,86566124065305.88
26756,73.7692,86566124659326.03
27107,73.76910000000001,86566125509917.1
24601,73.7691,86566131520854.06
24050,73.5143,86624369429128.2
26806,73.5142,86624370126604.56
27157,73.51410000000001,86624370977195.62
25603,73.5141,86624372189314.73
27207,73.25919999999999,86682613194474.16
26555,73.2591,86682621243292.03
24801,73.25909999999999,86682622455411.12
26956,73.0043,86740859384058.3
27006,73.0042,86740861061161.62
25803,73.0041,86740868259388.42
27056,72.7492,86799106528440.16
25903,72.7491,86799113726666.95
27708,72.49430000000001,86857350551107.47
26304,72.4943,86857351763226.56
27106,72.4942,86857351995718.69
24600,72.49419999999999,86857358006655.66
25151,72.4941,86857363992763.34
27457,72.2393,86915596740691.62
27156,72.23920000000001,86915597462997.22
26053,72.2392,86915599629914.03
25251,72.23910000000001,86915609460041.88
27206,71.98429999999999,86973839680275.75
27557,71.9842,86973843885073.47
25702,71.98419999999999,86973852527911.47
27256,71.7293,87032088501760.94
27607,71.7292,87032089352352.0
26203,71.72919999999999,87032090564471.1
24950,71.4744,87090333271563.12
27356,71.4743,87090333969039.47
27657,71.4742,87090334819630.55
27707,71.2193,87148577036909.06
27105,71.2192,87148581731520.28
27456,70.9644,87206823226493.2
27506,70.96430000000001,87206824903596.53
27155,70.9642,87206827198798.81
27205,70.7093,87265069416077.34
26553,70.70920000000001,87265074214895.2
25701,70.7092,87265079013713.06
26954,70.45439999999999,87323315605661.47
27606,70.4543,87323315838153.6
27004,70.45429999999999,87323317282764.8
25801,70.4542,87323324480991.6
27957,70.1994,87381560583126.52
27656,70.1993,87381561305432.12
25901,70.19919999999999,87381569948270.12
27706,69.9444,87439803522710.66
26753,69.9443,87439807366730.81
26803,69.6893,87498052834009.33
27204,69.4344,87556295901878.94
26903,69.43430000000001,87556298301287.86
25700,69.4343,87556305499514.66
26953,69.1794,87614542091463.06
27003,69.1793,87614543768566.39
27956,68.9245,87672787068928.1
27053,68.9243,87672789235844.92
27705,68.6694,87731033258512.25
27103,68.66929999999999,87731034703123.45
27454,68.4145,87789279448096.38
27153,68.4143,87789280170402.0
27203,68.1594,87847522387680.53
26551,68.1593,87847530436498.38
27253,67.90440000000001,87905771209165.72
26200,67.9044,87905773271875.84
27353,67.6494,87964016676444.25
27704,67.3945,88022259744313.84
27403,67.39439999999999,88022262143722.78
27453,67.1395,88080505933897.97
27503,67.1394,88080507611001.31
27202,66.8845,88138752123482.11
27553,66.8844,88138753078279.83
26951,66.62950000000001,88196998313066.25
27603,66.6294,88196998545558.36
27954,66.3746,88255243290531.28
27653,66.37440000000001,88255244012836.9
27703,66.1195,88313486230115.44
27101,66.1194,88313490924726.62
26800,65.8645,88371735541414.1
27151,65.8644,88371736392005.17
27201,65.6095,88429978609283.7
26950,65.3546,88488224798867.84
27000,65.3545,88488226475971.16
27953,65.0996,88546469776332.88
27050,65.0995,88546471943249.69
27702,64.8446,88604715965917.02
27100,64.8445,88604717410528.22
27451,64.58959999999999,88662962155501.16
27150,64.5895,88662962877806.75
27200,64.3346,88721205095085.28
27551,64.33449999999999,88721209299883.0
27250,64.0796,88779453916570.47
27601,64.0795,88779454767161.53
27350,63.824600000000004,88837699383849.0
27651,63.8245,88837700234440.1
27701,63.5696,88895942451718.61
27400,63.569599999999994,88895944851127.53
27450,63.3147,88954188641302.75
27500,63.3146,88954190318406.06
27550,63.0596,89012435785684.6
27851,63.059599999999996,89012438313378.98
27600,62.80460000000001,89070681252963.12
27901,62.80459999999999,89070683780657.53
27951,62.5497,89128925997936.06
27650,62.5496,89128926720241.67
27700,62.294700000000006,89187168937520.19
27750,62.2947,89187173864623.52
27800,62.039699999999996,89245419331902.05
27850,61.7847,89303664799180.56
27900,61.5297,89361910266459.11
27950,61.2748,89420152483737.64
